,scatter,scatter,scatter,scatter,heating regression,heating regression,heating regression,heating regression,cooling regression,cooling regression,cooling regression,cooling regression
city,Boro,Boro,Town,Town,Boro,Boro,Town,Town,Boro,Boro,Town,Town
aggr,aggregate,per meter,aggregate,per meter,aggregate,per meter,aggregate,per meter,aggregate,per meter,aggregate,per meter
temp,,,,,,,,,,,,
46.0,2.123136,0.544812933025,5.332207,0.845979216246,1.98636346024,0.513717459042,4.86474854648,0.806197133103,,,,
49.2,1.851351,0.479376229933,4.455274,0.74415800902,1.90751634452,0.494281116569,4.67089420096,0.77503441712,,,,
49.6,1.884041,0.485327408552,4.751382,0.765487675205,1.89766045506,0.49185157376,4.64666240777,0.771139077622,,,,
49.7,2.122408,0.554008874967,5.093873,0.856257017986,1.89519648269,0.491244188058,4.64060445947,0.770165242748,,,,
50.6,1.842432,0.481933560031,4.459042,0.777107354479,1.87302073139,0.485777716738,4.5860829248,0.761400728878,,,,
51.7,1.920918,0.50497318612,4.500004,0.783017922394,1.84591703536,0.479096474013,4.51944549352,0.750688545259,,,,
52.8,1.9026185,0.488999211323,4.771003,0.780180890137,1.81881333934,0.472415231288,4.45280806225,0.73997636164,,,,
53.7,1.763829,0.455064241486,4.640525,0.733100315956,1.79663758804,0.466948759968,4.39828652758,0.73121184777,,,,
54.0,1.826976,0.478391201885,4.572527,0.764380976262,1.78924567094,0.465126602861,4.38011268268,0.728290343147,,,,
55.8,1.827629,0.467304781386,4.836289,0.767421294827,,,,,1.71260281213,0.438997753685,4.1484106436,0.686878788398
56.1,2.061172,0.525527357554,5.031518,0.814357003392,,,,,1.72963736715,0.44332499064,4.19421296023,0.694238304957
56.9,1.836383,0.477851418163,4.436534,0.768230995671,,,,,1.77506284722,0.454864289186,4.31635247123,0.713863682447
57.0,1.777663,0.459581954498,4.253492,0.700278564373,,,,,1.78074103223,0.456306701504,4.33161991011,0.716316854633
57.2,1.715637,0.440924441018,4.257676,0.736367346939,,,,,1.79209740224,0.45919152614,4.36215478786,0.721223199006
60.9,1.706129,0.448038077731,4.031515,0.701499042979,,,,,2.00219024755,0.512560781916,4.92705002626,0.811990569896
61.6,1.902944,0.494014537902,4.982821,0.805369484403,,,,,2.0419375426,0.522657668144,5.03392209839,0.8291627752
62.2,1.792077,0.462829803719,4.31717,0.730856610801,,,,,2.07600665265,0.531312142053,5.12552673164,0.843881808317
64.0,1.758088,0.46180404518,4.265434,0.712330327321,,,,,2.1782139828,0.557275563782,5.4003406314,0.888038907669
64.2,1.750656,0.426157740993,4.248383,0.670726712978,,,,,2.18957035282,0.560160388418,5.43087550916,0.892945252042
64.5,2.704696,0.695831232313,6.309654,1.08450567205,,,,,2.20660490784,0.564487625373,5.47667782578,0.900304768601
65.1,1.652274,0.425624420402,3.938124,0.653739043825,,,,,2.24067401789,0.573142099282,5.56828245904,0.915023801718
65.2,2.955063,0.726952767528,7.706095,1.18373195084,,,,,2.2463522029,0.574584511601,5.58354989791,0.917476973904
67.0,2.379287,0.611641902314,5.758337,0.946316680362,,,,,2.34855953305,0.600547933329,5.85836379767,0.961634073256
67.3,2.894418,0.738183626626,6.948204,1.17348488431,,,,,2.36559408807,0.604875170284,5.9041661143,0.968993589815
67.7,2.025637,0.519527314696,5.367962,0.858461858308,,,,,2.38830682811,0.610644819557,5.9652358698,0.97880627856
69.4,2.633296,0.668688674454,6.430872,1.06330555556,,,,,2.48483597324,0.635165828967,6.22478233069,1.02051020573
69.5,2.63396,0.646687945004,6.714258,1.04226296181,,,,,2.49051415825,0.636608241286,6.24004976956,1.02296337791
70.2,2.286246,0.58456814114,5.644326,0.931253258538,,,,,2.53026145331,0.646705127513,6.34692184169,1.04013558322
70.7,1.957374,0.499712535103,4.79459,0.787677016593,,,,,2.55865237835,0.653917189105,6.42325903607,1.05240144415
70.9,2.879149,0.734476785714,6.834145,1.10764100486,,,,,2.57000874837,0.656802013741,6.45379391382,1.05730778852
71.5,2.259779,0.578392372664,5.652994,0.966323760684,,,,,2.60407785842,0.665456487651,6.54539854708,1.07202682164
71.7,3.003806,0.775976750194,7.401082,1.26600786863,,,,,2.61543422843,0.668341312287,6.57593342483,1.07693316601
72.4,2.065222,0.541484530676,5.817794,0.92272704203,,,,,2.65518152349,0.678438198515,6.68280549696,1.09410537131
72.6,2.468589,0.642527069235,6.183104,1.02149413514,,,,,2.66653789351,0.681323023151,6.71334037471,1.09901171569
74.3,3.320328,0.855754639175,8.204297,1.35608214876,,,,,2.76306703865,0.705844032562,6.9728868356,1.14071564285
74.4,2.249494,0.563782957393,5.933629,0.924385262502,,,,,2.76874522366,0.70728644488,6.98815427447,1.14316881504
74.5,2.920832,0.748547411584,7.425681,1.22334118616,,,,,2.77442340866,0.708728857198,7.00342171335,1.14562198722
75.1,3.129439,0.805103936198,7.79464,1.31333445661,,,,,2.80849251871,0.717383331108,7.0950263466,1.16034102034
75.4,3.435328,0.857331669578,8.748208,1.37205269762,,,,,2.82552707374,0.721710568062,7.14082866323,1.1677005369
75.6,2.490193,0.636227133367,6.436869,1.03039362894,,,,,2.83688344375,0.724595392699,7.17136354098,1.17260688127
78.1,3.080808,0.786924137931,7.640515,1.28498402287,,,,,2.97883806896,0.760655700655,7.55304951287,1.23393618593
78.2,3.067768,0.793730401035,7.648251,1.30918366998,,,,,2.98451625397,0.762098112973,7.56831695175,1.23638935811
78.7,3.214743,0.801681546135,8.372483,1.30392197477,,,,,3.01290717901,0.769310174565,7.64465414612,1.24865521905
78.8,2.854,0.750460163029,7.426399,1.22225131666,,,,,3.01858536402,0.770752586883,7.659921585,1.25110839123
